review,rating
pertama pakai tokopedia,3
dowload aplikasi ini cuman buat beli hp doang 🗿,5
keren,4
mantapp,5
mudah dan cepat,5
Banyak gratis ongkir Voucher diskon banyak banget Diskon gak nanggung nanggung Apk belanja paling bagus gak kayak apk sebelah,5
Aplikasi nya bagus dan mudah 🤫👍👍👍,5
terbaik pokok nya,4
banyak diskon Saya suka,5
"Kebanyakan harga promo,di CO promo tidak bisa di gunakan...",3
Ok,5
Aplikasi Sampah Karena Ongkir Mahal dan Setiap Pembayaran Selalu Gagal,1
bgus,5
terbaik,5
solusi yg di berikan tidak ada.dari email 1 dan 2 hanya nama saya yg di balik sampai muter2 aja gara2 salah pencet nomor telp yg baru buat akun tokped jadinya tutup ke 22 emailnya.kagak ada jalur solusinya.Terimakasih,1
Good job👍🏻👍🏻👍🏻👍🏻,5
keren,5
mantaap,5
"Mantap lah,,",5
sangat membantu,5
sangat memuaskan,5
Barangnya bagus bagus ori semua tapi sayang ongkir terlalu mahal gak ada gratis ongkir,3
mudah,5
Sangat baik,5
like,5
mantap,5
"Sudah Lama tidak belanja di tokopedia, eh,, ternyata ekspedisinya masih rekomendasi, paket dioper sana sini ekspedisi, akhirnya ga di kirim². KAPOK Belanja di tokopedia, mending di shopee pake ekspedisi yg profesional SPX xpress, paket sehari juga sampai.",1
"Jadi sering lemot banget ini aplikasi, gak kaya dulu minim gangguan, hari ini aja mau ngecek bagian tagihan multipayment gak bisa² disuruh coba berkala🤦🏻‍♂️",3
mantap,5
mantapp,5
ok baik,5
sangat baik,5
"Kenapa saya tidak bisa cod, padahal tertera bisa cod, saat pemilihan pembayaran gak muncul muncul, sudah berapa kali pun saya mencobanya tetap saja tidak bisa, sayang sekali :((",3
"gak lagi lagi dah beli di tokped, kurir rekomendasi nya lelet banget, return barang di persulit",1
masuk bosku. . Terbaik. . .,5
"Tokopedia tetep yg terbaik Belanja aman dan pasti,admin yg keren ,pokoknya aku cinta Tokopedia Hanya Tokopedia pembeli dan penjual dilindungin Adminnya selalu membantu Buat tokopedia semakin bersinar Sukses sampai selamanya",5
Sudah loding pake unlimited martfree ga seperti shopee dan lazada jadi untuk toko pedia jarang aku buka,1
"Promo susah, ongkir mahal, banyak yang pindah haluan ke lazada karena lebih mudah dapetin lazrewards buat potongan harga.",1
"mudah-mudahan barang yang di pesan sesuai dan semakin banyak promo, terimakasih Tokopedia",5
"Coba dong tolong Tokopedia... Soal masalah pembatalan pesanan di permudah .gausah nunggu persetujuan dari penjual dulu ... Soal banyak toko yg gak niat jualan . Sudah di order tp gak di kirim² ... Giliran di batalkan baru di kirim esok hari nya ... Tolong dong Tokopedia Yg sat set ... Jujur sy gak seneng nya begini, kalo belanja di Tokopedia...toko² kurang sat set proses pengiriman nya ... Contoh shopee lah ...",2
"Sadar gak sih tokped...saya masih punya pesanan cod yg hampir 4bulan dalam status pengiriman ...,kenapa sistem tidak bisa membaca hal.ini.lawakkkk",1
mantap,5
ok,4
aplikasi sampah penyelesaian komplain yang gajelas cuih,1
sangat membantu,5
mantab best seller nya dapat dipercaya,5
"Cs nya lama ga ada kejelasan mana itu uang dari ayah kena marah aku kalo ga keliatan barang nya di kira pembohong ,tolong di perbaiki lagi",1
"kurir tokped itu pada lambat kaya siput, banyak banget kelakuan tololnya, yg alhasil bikin paket gagal pickup. Dan lagi mana Tokopedia Carenya kek gk ada gunanya, gk nyelesain masalah cs, Gk ada tanggapan secara langsung/live. Malah kek ngomong sama bot cookk",1
pokok nya puas belanja di tokopedia.. muantapppp,5
"Sengaja saya kasih b1 agar komentar saya di baca oleh pihak Tokopedia. Kenapa saya saat ingin cekaut barang yang memiliki voucher discount pengguna baru dan gratis ongkir malah tidak bisa digunakan padahal voucher discount& gratis ongkir nya masih ada waktu 2jm, saya ingin membeli barang seharga 60rbu dan mendapatkan diskon 70% saat ingin cekaut barang tersebut malah menjadi 100rbuan mohon untuk pihak Tokopedia menjelaskan apakah discount tersebut hanya untuk pajngan semta atau mmang bisa dignkn",1
"Pengiriman nya lambat, sampai sekarang belum sampai asli sih ini parah banget",1
Banyak bug,2
yey,5
"Pengirimannya lambat harusnya 3 hari udah nyampe ini bisa seminggu full baru dateng, tolong dongg dipilih pengiriman yang cepet. Menurut saya ini pengalaman terburuk saya, lebih cepetan Shopee sama lazada. Saya pesen paket nya bareng di apk tokopedia sama Shopee tapi lebih dulu dateng di apk Shopee😏.",1
"Well, Bayar 15kan terus barangnya di refund karena Kurir ga bisa nemuin alamatnya GAJELASSS! Pesen di shope pakek SPX express Dengan alamat yg sama Kurirnya Bisa² aja nemuin , Padahal Udah ada lokasi Yg pas loh. Terus Bayar 15k yg di refund Cuman Rp3300an Ga Masalah si Tapi GA JELAS JADINYA",1
Pelayanan terbaik,5
Pengiriman dan onkir pakai instan tapi pengantaran sameday tokped gojek mau cari untung y TERLALU!!!!!,1
"mohon kerja sama nya pingiriman paketnya lama bangett,kadang saya smpek lupa ...",5
"Lemot sekali bugs apk nya, tolong perbaiki",1
login nya lama karena kode pin tidak bisa terus jadi saya gagal membeli karena barang sudah habis,2
"good job, Terima kasih Tokopedia",5
Di dowload susah,2
Saya gak bisa menginstal,1
Terbaik,5
Gak nyaman masak saya cek out tiba2 batal otomatis,1
"Saya kasi bintang 1 untuk belanja disini tidak rekomend barang tidak sampai ke pelanggan, bahkan CS, gak merespon dengan serius.",1
Tokopedia kocak,1
"aplikasi yang sangat berguna , keamanan sangat bagus , fitur lengkap. terimakasih",5
Beli disini pakai sicepat tapi barang lama 5 hari blum datang jg gk kyk apk Orange gercep 2 hari nyampe,1
"Belanja di toko pedia biaya ongkos kirimnya 2x lipatl dari harga barang yg dipesan sudah begitu estimasi tibanya sangat lama, bagaimana bisa barang sebarat 35 gram yg di order per tgl 15-2 estimasi tiba 11-3 mending di toko oren",1
bagus,5
"Bagus n pas mantap pisan,,, mereunnn ho oh,,,",4
mantap lebih gampang,5
"Aplikasi ampas mau ganti nomer yang sudah tidak aktif gabisa, kode nya malah dikirim ke nomer yg tidak aktif. Pelayanan lelet pegawai yg nanganin tokped care nya kurang becus",1
bagus,5
"Banyak Bug, Hilang duit saya ga bisa balik",1
"Aplikasi ini bertambah tahun ke tahun makin nyiksa aja,makin rusak,makin ribet ,tiba2 apalah yg eror ga jelas.",1
Mantap,5
banyak diskon buat akun baru,4
"Bnyak toko yg gak aktif, sehingga pesanan kita dibatalkan sepihak dan uang yg dikembalikan gak 100%",1
Ribettttt masang pin aja banyak aturan,1
mudah,5
keren,5
toppp banget,5
Suka banget belanja di tokopedia🥰,5
Sudah payment barang co malah di batalkan sistem nggk jelas Tokopedia. Mending pindah toko oren aja,1
mantap saya suka banget belanja di toko pedia sangat cepat dan amanah,5
sangat baik,5
Promo nya mantap,5
"Tokped sejak merger sama tiktok kok promonya makin berkurang yaa, voucher free ongkir aja udah ga ada, ada pun tetep kena ongkir ga motong full",1
"Sudah lama menggunakan tokped tapi dikecewakan sama proses pengembalian barang, dalam seminggu kurir tidak kunjung datang hanya datang sekali dihari kedua itupun ditolak karena sudah gant hari",1
menyenangkan memilih dan membandingkan produk + harganya di toped,5
Erorr mulu... banyak transaksi yang di cancel oleh sistem,1
Tingkatkan apk sebaik mungkin...good...!!!,5
"Admin sosmednya dimana2 lemot ga gubris, akun saya pengajuan ganti nomor sudah 1x24 jam di proses tidak ada kelanjutannya, akun ter log out, saldo masih ada! Gimana ini tokped ancur banget banyak pula yg komplen cacad pindah shopee aja lama2",1
Diskon kecil gk kayak shopee,1
"Buat pin aja dipersulit, angka acak pun tetap salah, sangat mempersulit pembuatan akun!! Saranku pembuatan pin jika akun sudah bisa dibuka,, kalau belum dibuka, terus buat pin aja selalu ""token tidak valid"", ya gabisa menggunakan apk nya. APLIKASI GA GUNA, GA JELAS!! BUANG BUANG WAKTU!!",1
setelah pake toped bartahun² baru sadar sekarang harga di oren lebih baik,3
Pesanan gak datang datang udah pesen 2 kali,1
"Terimakasih Tokopedia, sudah memberikan layanan yang cukup baik, terutama pada masalah jaringan.",4
Pesan di menu sekarang tidak bisa dihapus kenapa yah..?,1
ok asal jgn pembaharuan bsnyak,5
mantap tokopedia toko amanah,5
"Tokopediaaaa selalu memberi kemudahan, saya puas menggunakan layanan-layanan dari Tokopediaa",5
Semua nya murah meriah,5
"Tokopedia mantap, barangnya asli & prosesnya cepat👍",5
"bagus si, tapi update mulu ribet",4
"Setiap kali promo KodeVoucher gak bisa dpke, daftar susah",1
gak bisa COD,1
"Mengecewakan,saya pesan barang sampai 1 bulan belum sampai baranya,dan belum ada kejelasan refaund pembayaranya padahal sudah di bayar lunas",1
Sayang udah bukan milik 100% indo,5
Is baru belajar membuat akun Tokopedia harap dukungannya ya !,5
Jossss,5
"penanganan costumer terlalu lambat,bertele tele",1
mantap,5
ga jelas eh,1
love sekebon 😜😜😜🥰🥰🥰🥰🥰,5
"Tampilan loading lama, masih bagus yang dulu lebih ringan. padahal pakai s23U lokasi di Jakarta. Saya kira masalah signal. Di hp keluarga juga sama. Lama loading nya.",1
Kenapa Tokopedia semakin lama semakin jelek yah. Sudah pengiriman lambat skrg. Bisnis saya jadi ikut2an lambat dan pelanggan semua hilang. Resi saya sampai sekarang belum di input sama penjual. skrg orderan saya mana belum saya terima lagi. Adduuuuuucch,1
Kenapa susah mengirim dokumen foto kepada penjual fiturnya tidak di sediakaan,3
Masih oke,4
"dapet diskon terus, suka 💕",5
"Sebenarnya aplikasi sangat bagus , tapi bnyak biaya tambahan, dan pelit promo, beda kaya dlu dan aplikasi sebelah setiap event tanggal kembar dan payday banyak promo",5
cinta milik Indonesia,5
"Knapa ya untuk dana tunai hanya 6 x gak ada 9 atu 12 x cicil terlallu dekat dan bunga gede, mohon di perbaiki",3
makin joss yah toped🥰😍😎😎,5
Proses cepat & banyak pilihan produk yg dibutuhkan,5
"Halo. Saya belum mencoba aplikasinya tetapi saya akan memberikan bintang 3 dikarenakan masalah server yang terus menerus bermunculan, sehingga saya tidak bisa mendaftarkan akun saya. Terimakasih. mohon diperbaiki",3
oke,5
4th bersama tokped. sekarang sudah 10tahun,5
Banya promo dan harga yg terjangkau Tp syang Ndak BS cod Dan KLO udah transfer dluan kurirnya mesti sembrono kdng di antar ke rumah tetangga tnpa pemberitauan,4
Dari jaman nya pembayaran via transfer dan harus konfirmasi pembayaran nya upload bukti pembayaran sampe sekarang serba otomatis masih tetap setia dengan tokopedia,5
otw,5
mudah. murah dan melindungi konsumen,5
Good lah mantap untuk digunakan belanja Online,5
Sering error saat check out barang/masukkan ke keranjang,4
Good jobs,5
Susah banget mau daftar aku tokped,3
Dibeli toktok jadi anyep promonya min😐,3
MAKIN KESINI MAKIN LEMOT PARAH!!!!!!!,1
Ok,5
"System skrg merugikan buyer,dan menguntungkan seller,krna stiap pembatalan hrs dpt ijin dulu dr seller,ya seller mana mau di batalin pesanannya, kocak emang tokopedia, harusnya batal ya semaunya buyerlah krna hak nya buyer, klo gini caranya ya namanya pemaksaan hrs beli, untuk tokopedia mohon di rubah lagi systemnya",1
Masya Allah luar biasa sengatttt,5
Sekarang tokped tidak ada vocher belanja bulananya yang diskon 50% 20-30k . -_-,3
"kenapa ya pesanan saya malah tiba' di batalkan sama tokopedia nya?terus vocher pengguna baru nya tiba' gaada, jadi seolah olah saya sudah pakai, padahal kan saya pakai tapi pesanan saya malah di batalin sama tokopedia nya,harus nya vocernya di kembalikan juga dong, karna gajadi saya pakai",1
Mantap☝👍Thank you min,5
"Apaansi padahal bisa cod tapi kok pas chek out gak bisa,terjadi masalah mulu",1
ok,5
Kakak bisa bayar di tempat,5
"aplikasinya udah bagus, tapi ada trouble pada saat ada pembayaran biasanya layarnya putih trus kembali ke halaman checkout atau keranjang dan itu bikin ganggu, itu aja sih thnx.",4
Coba dulu,4
Good,5
semoga barang yg dicek out sesuai dengan pesanan ya,5
Aplikasi sering bug,1
bnyk promo y trimh ksih bisa blnja dsini dgn mudhb,5
"Susah banget daftarnya bikin emosi,kesalahan server mulu",1
lebih bnyak lgi dong diskon nya,5
Wow aplikasinya bagus banget,5
"ada angka nya paylater tp gk bisa di pake,, tokped sempak",1
tooppp,5
Kenapa sekarang ketika pencet barang selalu harus pencet lagi (Lihat Detail Produk). Bikin males pakai tokopedia. Tolong kembalikan seperti biasa,1
Puaaaassssssssssss bingiiitttt,5
"kupon diskon berjejer di deretan kupon yg bisa dipakai,tapi tidak ada satupun keterangan soal dimana voucher diskon itu bisa digunakan,ini aplikasi nya yang SAMPAH atau memang tidak niat promosi,..lebih baik tidak usah kasih voucher diskon ini itu,jika tidak diberi keterangan untuk toko atau jenis barang apa saja,.. bukan malah diisi keterangan ""toko tertentu""saja...memang nya kita peramal....Makin gak jelas aja ini aplikasi",1
Klam. kupon server eror.. Dicek dari siang kaga muncul .. Pas ada kaga bisa di klaim... Parah cuma akun tertentu doang yg dipilih nga bisa semua... Curang,1
sangat membantu dalam pembelian barang secara online,5
sangat bagus,5
Tolong etsimasinya di perbarui jangan seminggu padahal cekout satu kota masa 1minggu baru nyampe,4
Jdi males belanja di toko pedia ga ada gratis ongkir dan diskon nya cuma sekali ja ada gratis ongkir dan diskon nya. Lbh sempurna belanja d shoppe,2
"Belanja di Tokopedia makin gak jelas,pesanan gak direspon. Gak ada gerakan. Mending di shopee produk beragam,banyak pilihan,pengiriman cepat,toko nya pun selalu menjaga,dan menghargai pembeli",1
Bari pertama kali pake kesannya buruk telat nyampe barangnya,1
banyak vocer gratis ini itu tapi butuh syarat sama ajh ampas,3
"Pelayanannya bagus, barang barang sesuai👍🏻",5
Setiap transaksi bank BRI prosesnya lama direspon sama pihak tokpednya,1
mantap terimakasih,5
Bagus mantap banget aplikasinya keren sekali.terimakasih saya bangga sekali dengan aplikasi ini.hore 👍🙏🤔🤓🤳.,5
degang Tokopedia belanja lebih mudah,5
biar bintang yang berbicara,5
mantap,5
aplikasi aneh ngbandingin harga suatu produk sama apk oren jauh bangt njir mahal mahal kalo di apk ini pdhl sama sama di mall nya,1
Kurir yang dipake tokped lelet mnding apl sebelah,2
Kenapa jadi susah untuk login ? Dan terkadang voucher tdk bisa di gunakan padahal waktu hangus voucher nya masih lama ?,4
Ada nomor telp cs untuk pengaduan tapi tidak respont. Chat admin lambat respont,1
"gila Tokopedia gacor bangett anjenggg, paket gua cpt banget sampenya",5
mantap sekali. sangat nyaman yransakasi di tokopedia,5
bagus,5
cukup membantu saat butuh yg dicari.,5
good,5
pesanan saya datang terlambat terus menerus kurir sicepat Dou gak beres lambat,1
"COK!!! MURAH MURAH ASELIII SUMPILLL KALEAN WAJIB INSTAL SIHHH MURCE ABIS COKKK,😔😔😔 NYESEL BANGET NGGA DARI DULU TAUNYAAA",5
di coba dulu,4
istimewa pokok nya Tokopedia,5
mantap,5
"Kenapa tidak ada pembayaran Via dana, pakai ovo, ovonya error terus permasalahan koneksi, padahal koneksi lancar.",3
"Parah ah tokped, kenapa kerjasama denga jasa kirim jne terus. Tolong tambah pilihan kurir rekomendasi bisa pilih jasa kirim yang mana lah. Jne lelet nya ampuuuun, ga ada kurir nya apa nih jasa kirim.",1
belanja lebih mudah,5
wow,1
Daftar nya ribet pake email pake nomer hp EROR trs beberapa kali coba ttep EROR..,1
"saya tidak pernah mendaftar di tokopedia kenapa ada notifikasi kode verifikasi... ingat ya jika terjadi penyalagunaan data akan saya tuntut !! itu bkn saya 😡😡 nomor 0821*****262, kenapa notif kode verifikasi uda bbrpa hari ini selalu dikrim padhaal gk pernah download apalagi registrasi. hapus data yg terkait saya karena itu bukan saya",1
Ok bgt,5
Aplikasi ini sngt membantu.,5
"Kecewa si, diskon pengguna baru, udah dapet barangnya dengan harga diskon, udah di bayar juga, malah di batalkan oleh sistem, dan mau beli barang yang sama lagi harganya udah naik, apaan gajelas banget, gak niat kasih diskon Mending pake oren aja deh, walau gaada diskon banyak tapi gak ngasih iming iming trus di tinggalin, kecewaa!!",1
sukses selalu,5
Miskin promo. Skrg malah makin parah. Sampe miskin gratis ongkir,1
Good pertahankan,4
Split pembyaran nggabisa 👎,2
"1.Harusnya toko yang tidak aktif jangan di tampilkan'. 2.Penjual harus merespon 1 X 24jam jika tidak batalkan langsung pengiriman 3.Jangan menggunakan fitur IA,karena itu tidak akan berguna jika yang jualan masih manusia",1
memuaskan,5
mantap,4
Aplikasi sangat bagus dan terpercaya.,5
tambah lagi diskonnya,5
"Pengalaman beberapa kali belanja Sudah begitu sering berbelanja di Toko pedia, lumayan lah. Sampai sekarang saya masih tetap belanja di toko Pedia.",5
semoga pas aku download bisa hemat,5
aplikasinya bagus buat pengguna baru banyak kupon diskon promo terima kasih tokopedia,5
"Mau buat akun nggak bisa bisa. Katanya terjadi kesalahan pada server.ulangi beberapa saat lagi, kaya gitu terus masa su",1
Nonaktifkan metode pembayaran COD. Orang-orang dinegara ini belum sepenuhnya siap untuk metode pembayaran COD.,5
selama menggunakan tokopedia selalu puas saat pesan barang. cuma beberapa fitur gk bisa tersedia ntah karna kebijakan seperti apa. overall nice,4
"Koreksi Ya TOLONG NIH, Jasa yg DIREKOMENDASIKAN yaitu JNE sangat tidak layak buat DIREKOMENDASIKAN, Sampe 6 HARI bahkan 1 MINGGU paket ESTIMASINYA, LAMBAT ITU JASA JNE , KECEWA BANGET. RANTING BISA DIPERBAIKI!",2
Sangat di sayangkan pengiriman terlalu lambat...,1
Gabisa didownload,1
baik,3
Selalu puas dengan Tokopedia....,5
"Hanya beberapa kali memang belanja disini karna pembelian pertama memang ada diskon dan barang datang sesuai, tetapi setelahnya promo2nya ga jelas, toko ga jelas. Baru kemaren nih pesanan batal otomatis karna seller tidak mengirimkan barang padahal saya tunggu sudah 3 hari di chat seller pun tidak direspon dan itu 2 toko yg berbeda tapi semua pesanan dibatalkan otomatis.. Niat promo ga sih sebenernya? Masih oke lazada sih kalo kaya gini mah, walaupun emang beda kelas (katanya) tapi ga ribet!",1
"Ini sdh bagus Wishlist ada beranda bawah, jgn dirubah lagi Oh ya kenapa program menabung emas sudah ga ada lagi ?",5
semoga terpercaya,5
"Ribet amat ga bisa pilih opsi pengiriman sesuai keinginan pembeli. Sebelum beli, seharusny bisa memilih opsi pengiriman nya...",2
ok banget.. mudah,5
"Kurirnya lemot banget,, kecewa sangat... Sampai sekarang pesanan saya tidak datang2.",1
